nom;nom_annuaire;ville;ville_propre;Code;jour;categorie;ouverture_am;fermeture_am;ouverture_pm;fermeture_pm;bibli_amp_def_latlong_nom;bibli_amp_def_latlong_y;bibli_amp_def_latlong_x;bibli_amp_def_latlong_bibli_amp_def_nom_annuaire
NA;BIBLIOTHÈQUE YVAN AUDOUARD;Gignac-la-Nerthe;GIGNAC LA NERTHE;414.0;vendredi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.388201;5.231282;BIBLIOTHÈQUE YVAN AUDOUARD
NA;BIBLIOTHÈQUE YVAN AUDOUARD;Gignac-la-Nerthe;GIGNAC LA NERTHE;414.0;samedi;tous publics;09:00:00;13:00:00;NA;NA;Bibliothèque municipale;43.388201;5.231282;BIBLIOTHÈQUE YVAN AUDOUARD
NA;BIBLIOTHÈQUE YVAN AUDOUARD;Gignac-la-Nerthe;GIGNAC LA NERTHE;414.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.388201;5.231282;BIBLIOTHÈQUE YVAN AUDOUARD
NA;MÉDIATHÈQUE ALBERT CAMUS;GRANS;GRANS;415.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque intercommunale de Grans;43.585794;5.006884;MÉDIATHÈQUE ALBERT CAMUS
NA;MÉDIATHÈQUE ALBERT CAMUS;GRANS;GRANS;415.0;mardi;tous publics;NA;NA;14:00:00;18:30:00;Médiathèque intercommunale de Grans;43.585794;5.006884;MÉDIATHÈQUE ALBERT CAMUS
NA;MÉDIATHÈQUE ALBERT CAMUS;GRANS;GRANS;415.0;mercredi;tous publics;09:30:00;12:00:00;14:00:00;18:30:00;Médiathèque intercommunale de Grans;43.585794;5.006884;MÉDIATHÈQUE ALBERT CAMUS
NA;MÉDIATHÈQUE ALBERT CAMUS;GRANS;GRANS;415.0;jeudi;tous publics;NA;NA;NA;NA;Médiathèque intercommunale de Grans;43.585794;5.006884;MÉDIATHÈQUE ALBERT CAMUS
NA;MÉDIATHÈQUE ALBERT CAMUS;GRANS;GRANS;415.0;vendredi;tous publics;09:30:00;12:00:00;14:00:00;18:30:00;Médiathèque intercommunale de Grans;43.585794;5.006884;MÉDIATHÈQUE ALBERT CAMUS
NA;MÉDIATHÈQUE ALBERT CAMUS;GRANS;GRANS;415.0;samedi;tous publics;09:30:00;12:00:00;14:00:00;18:30:00;Médiathèque intercommunale de Grans;43.585794;5.006884;MÉDIATHÈQUE ALBERT CAMUS
NA;MÉDIATHÈQUE ALBERT CAMUS;GRANS;GRANS;415.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque intercommunale de Grans;43.585794;5.006884;MÉDIATHÈQUE ALBERT CAMUS
NA;BIBLIOTHÈQUE ROBERT DAUGEY;Gréasque;GREASQUE;416.0;lundi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.431612;5.543920;BIBLIOTHÈQUE ROBERT DAUGEY
NA;BIBLIOTHÈQUE ROBERT DAUGEY;Gréasque;GREASQUE;416.0;mardi;tous publics;NA;NA;14:00:00;17:30:00;Bibliothèque municipale;43.431612;5.543920;BIBLIOTHÈQUE ROBERT DAUGEY
NA;BIBLIOTHÈQUE ROBERT DAUGEY;Gréasque;GREASQUE;416.0;mercredi;tous publics;10:00:00;12:00:00;14:00:00;19:00:00;Bibliothèque municipale;43.431612;5.543920;BIBLIOTHÈQUE ROBERT DAUGEY
NA;BIBLIOTHÈQUE ROBERT DAUGEY;Gréasque;GREASQUE;416.0;jeudi;tous publics;10:00:00;12:00:00;NA;NA;Bibliothèque municipale;43.431612;5.543920;BIBLIOTHÈQUE ROBERT DAUGEY
NA;BIBLIOTHÈQUE ROBERT DAUGEY;Gréasque;GREASQUE;416.0;vendredi;tous publics;NA;NA;14:00:00;17:30:00;Bibliothèque municipale;43.431612;5.543920;BIBLIOTHÈQUE ROBERT DAUGEY
NA;BIBLIOTHÈQUE ROBERT DAUGEY;Gréasque;GREASQUE;416.0;samedi;tous publics;09:00:00;12:00:00;NA;NA;Bibliothèque municipale;43.431612;5.543920;BIBLIOTHÈQUE ROBERT DAUGEY
NA;BIBLIOTHÈQUE ROBERT DAUGEY;Gréasque;GREASQUE;416.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.431612;5.543920;BIBLIOTHÈQUE ROBERT DAUGEY
NA;MÉDIATHÈQUE INTERCOMMUNALE;ISTRES;ISTRES;417.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque intercommunale d'istres;43.500278;4.994199;MÉDIATHÈQUE INTERCOMMUNALE
NA;MÉDIATHÈQUE INTERCOMMUNALE;ISTRES;ISTRES;417.0;mardi;tous publics;09:00:00;12:00:00;13:00:00;18:30:00;Médiathèque intercommunale d'istres;43.500278;4.994199;MÉDIATHÈQUE INTERCOMMUNALE
NA;MÉDIATHÈQUE INTERCOMMUNALE;ISTRES;ISTRES;417.0;mercredi;tous publics;09:00:00;12:00:00;13:00:00;18:30:00;Médiathèque intercommunale d'istres;43.500278;4.994199;MÉDIATHÈQUE INTERCOMMUNALE
NA;MÉDIATHÈQUE INTERCOMMUNALE;ISTRES;ISTRES;417.0;jeudi;tous publics;NA;NA;NA;NA;Médiathèque intercommunale d'istres;43.500278;4.994199;MÉDIATHÈQUE INTERCOMMUNALE
NA;MÉDIATHÈQUE INTERCOMMUNALE;ISTRES;ISTRES;417.0;vendredi;tous publics;09:00:00;12:00:00;13:00:00;18:30:00;Médiathèque intercommunale d'istres;43.500278;4.994199;MÉDIATHÈQUE INTERCOMMUNALE
NA;MÉDIATHÈQUE INTERCOMMUNALE;ISTRES;ISTRES;417.0;samedi;tous publics;09:00:00;12:00:00;13:00:00;18:30:00;Médiathèque intercommunale d'istres;43.500278;4.994199;MÉDIATHÈQUE INTERCOMMUNALE
NA;MÉDIATHÈQUE INTERCOMMUNALE;ISTRES;ISTRES;417.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque intercommunale d'istres;43.500278;4.994199;MÉDIATHÈQUE INTERCOMMUNALE
NA;BIBLIOTHÈQUE MUNICIPALE DU GRAND PRÉ;JOUQUES;JOUQUES;418.0;lundi;tous publics;NA;NA;NA;NA;Bibliothèque municipale du Grand Pré;43.636579;5.640367;BIBLIOTHÈQUE MUNICIPALE DU GRAND PRÉ
NA;BIBLIOTHÈQUE MUNICIPALE DU GRAND PRÉ;JOUQUES;JOUQUES;418.0;mardi;tous publics;NA;NA;15:00:00;18:00:00;Bibliothèque municipale du Grand Pré;43.636579;5.640367;BIBLIOTHÈQUE MUNICIPALE DU GRAND PRÉ
NA;BIBLIOTHÈQUE MUNICIPALE DU GRAND PRÉ;JOUQUES;JOUQUES;418.0;mercredi;tous publics;09:00:00;12:30:00;14:00:00;18:00:00;Bibliothèque municipale du Grand Pré;43.636579;5.640367;BIBLIOTHÈQUE MUNICIPALE DU GRAND PRÉ
NA;BIBLIOTHÈQUE MUNICIPALE DU GRAND PRÉ;JOUQUES;JOUQUES;418.0;jeudi;tous publics;NA;NA;15:00:00;18:00:00;Bibliothèque municipale du Grand Pré;43.636579;5.640367;BIBLIOTHÈQUE MUNICIPALE DU GRAND PRÉ
NA;BIBLIOTHÈQUE MUNICIPALE DU GRAND PRÉ;JOUQUES;JOUQUES;418.0;vendredi;tous publics;NA;NA;15:00:00;18:00:00;Bibliothèque municipale du Grand Pré;43.636579;5.640367;BIBLIOTHÈQUE MUNICIPALE DU GRAND PRÉ
NA;BIBLIOTHÈQUE MUNICIPALE DU GRAND PRÉ;JOUQUES;JOUQUES;418.0;samedi;tous publics;09:00:00;12:30:00;NA;NA;Bibliothèque municipale du Grand Pré;43.636579;5.640367;BIBLIOTHÈQUE MUNICIPALE DU GRAND PRÉ
NA;BIBLIOTHÈQUE MUNICIPALE DU GRAND PRÉ;JOUQUES;JOUQUES;418.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque municipale du Grand Pré;43.636579;5.640367;BIBLIOTHÈQUE MUNICIPALE DU GRAND PRÉ
NA;BIBLIOTHÈQUE MUNICIPALE;La Barben;LA BARBEN;390.0;lundi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.630212;5.175826;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;La Barben;LA BARBEN;390.0;mardi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.630212;5.175826;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;La Barben;LA BARBEN;390.0;mercredi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.630212;5.175826;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;La Barben;LA BARBEN;390.0;jeudi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.630212;5.175826;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;La Barben;LA BARBEN;390.0;vendredi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.630212;5.175826;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;La Barben;LA BARBEN;390.0;samedi;tous publics;09:30:00;11:30:00;NA;NA;Bibliothèque municipale;43.630212;5.175826;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;La Barben;LA BARBEN;390.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.630212;5.175826;BIBLIOTHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;LA BOUILLADISSE;LA BOUILLADISSE;395.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque Mille Feuilles;43.394598;5.593714;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;LA BOUILLADISSE;LA BOUILLADISSE;395.0;mardi;tous publics;NA;NA;14:00:00;18:00:00;Médiathèque Mille Feuilles;43.394598;5.593714;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;LA BOUILLADISSE;LA BOUILLADISSE;395.0;mercredi;tous publics;09:30:00;12:00:00;14:00:00;18:00:00;Médiathèque Mille Feuilles;43.394598;5.593714;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;LA BOUILLADISSE;LA BOUILLADISSE;395.0;jeudi;tous publics;09:30:00;12:00:00;NA;NA;Médiathèque Mille Feuilles;43.394598;5.593714;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;LA BOUILLADISSE;LA BOUILLADISSE;395.0;vendredi;tous publics;NA;NA;14:00:00;19:00:00;Médiathèque Mille Feuilles;43.394598;5.593714;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;LA BOUILLADISSE;LA BOUILLADISSE;395.0;samedi;tous publics;10:00:00;12:30:00;NA;NA;Médiathèque Mille Feuilles;43.394598;5.593714;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;LA BOUILLADISSE;LA BOUILLADISSE;395.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque Mille Feuilles;43.394598;5.593714;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE SIMONE VEIL;LA CIOTAT;LA CIOTAT;404.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque Simone-Veil;43.177315;5.607714;MÉDIATHÈQUE SIMONE VEIL
NA;MÉDIATHÈQUE SIMONE VEIL;LA CIOTAT;LA CIOTAT;404.0;mardi;tous publics;09:00:00;14:00:00;NA;NA;Médiathèque Simone-Veil;43.177315;5.607714;MÉDIATHÈQUE SIMONE VEIL
NA;MÉDIATHÈQUE SIMONE VEIL;LA CIOTAT;LA CIOTAT;404.0;mercredi;tous publics;10:00:00;NA;NA;18:00:00;Médiathèque Simone-Veil;43.177315;5.607714;MÉDIATHÈQUE SIMONE VEIL
NA;MÉDIATHÈQUE SIMONE VEIL;LA CIOTAT;LA CIOTAT;404.0;jeudi;tous publics;NA;NA;13:00:00;18:00:00;Médiathèque Simone-Veil;43.177315;5.607714;MÉDIATHÈQUE SIMONE VEIL
NA;MÉDIATHÈQUE SIMONE VEIL;LA CIOTAT;LA CIOTAT;404.0;vendredi;tous publics;NA;NA;13:00:00;18:00:00;Médiathèque Simone-Veil;43.177315;5.607714;MÉDIATHÈQUE SIMONE VEIL
NA;MÉDIATHÈQUE SIMONE VEIL;LA CIOTAT;LA CIOTAT;404.0;samedi;tous publics;10:00:00;NA;NA;18:00:00;Médiathèque Simone-Veil;43.177315;5.607714;MÉDIATHÈQUE SIMONE VEIL
NA;MÉDIATHÈQUE SIMONE VEIL;LA CIOTAT;LA CIOTAT;404.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque Simone-Veil;43.177315;5.607714;MÉDIATHÈQUE SIMONE VEIL
NA;MÉDIATHÈQUE MUNICIPALE;LA DESTROUSSE;LA DESTROUSSE;407.0;lundi;tous publics;NA;NA;15:00:00;18:30:00;Médiathèque municipale;43.376481;5.605635;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;LA DESTROUSSE;LA DESTROUSSE;407.0;mardi;tous publics;NA;NA;15:00:00;18:30:00;Médiathèque municipale;43.376481;5.605635;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;LA DESTROUSSE;LA DESTROUSSE;407.0;mercredi;tous publics;09:00:00;12:00:00;15:00:00;18:30:00;Médiathèque municipale;43.376481;5.605635;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;LA DESTROUSSE;LA DESTROUSSE;407.0;jeudi;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.376481;5.605635;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;LA DESTROUSSE;LA DESTROUSSE;407.0;vendredi;tous publics;NA;NA;15:00:00;19:00:00;Médiathèque municipale;43.376481;5.605635;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;LA DESTROUSSE;LA DESTROUSSE;407.0;samedi;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.376481;5.605635;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;LA DESTROUSSE;LA DESTROUSSE;407.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.376481;5.605635;MÉDIATHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE DENISE SICARD;La Fare-les-Oliviers;LA FARE LES OLIVIERS;409.0;lundi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.550360;5.196583;BIBLIOTHÈQUE DENISE SICARD
NA;BIBLIOTHÈQUE DENISE SICARD;La Fare-les-Oliviers;LA FARE LES OLIVIERS;409.0;mardi;tous publics;09:30:00;11:30:00;15:00:00;18:00:00;Bibliothèque municipale;43.550360;5.196583;BIBLIOTHÈQUE DENISE SICARD
NA;BIBLIOTHÈQUE DENISE SICARD;La Fare-les-Oliviers;LA FARE LES OLIVIERS;409.0;mercredi;tous publics;09:30:00;11:30:00;15:00:00;18:00:00;Bibliothèque municipale;43.550360;5.196583;BIBLIOTHÈQUE DENISE SICARD
NA;BIBLIOTHÈQUE DENISE SICARD;La Fare-les-Oliviers;LA FARE LES OLIVIERS;409.0;jeudi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.550360;5.196583;BIBLIOTHÈQUE DENISE SICARD
NA;BIBLIOTHÈQUE DENISE SICARD;La Fare-les-Oliviers;LA FARE LES OLIVIERS;409.0;vendredi;tous publics;09:30:00;11:30:00;15:00:00;18:00:00;Bibliothèque municipale;43.550360;5.196583;BIBLIOTHÈQUE DENISE SICARD
NA;BIBLIOTHÈQUE DENISE SICARD;La Fare-les-Oliviers;LA FARE LES OLIVIERS;409.0;samedi;tous publics;09:30:00;12:00:00;NA;NA;Bibliothèque municipale;43.550360;5.196583;BIBLIOTHÈQUE DENISE SICARD
NA;BIBLIOTHÈQUE DENISE SICARD;La Fare-les-Oliviers;LA FARE LES OLIVIERS;409.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.550360;5.196583;BIBLIOTHÈQUE DENISE SICARD
Médiathèque;MÉDIATHÈQUE PABLO NERUDA;La Penne-sur-Huveaune;LA PENNE SURHUVEAUNE;436.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque;43.278584;5.517168;MÉDIATHÈQUE PABLO NERUDA
Médiathèque;MÉDIATHÈQUE PABLO NERUDA;La Penne-sur-Huveaune;LA PENNE SURHUVEAUNE;436.0;mardi;tous publics;NA;NA;14:00:00;20:00:00;Médiathèque;43.278584;5.517168;MÉDIATHÈQUE PABLO NERUDA
Médiathèque;MÉDIATHÈQUE PABLO NERUDA;La Penne-sur-Huveaune;LA PENNE SURHUVEAUNE;436.0;mercredi;tous publics;09:00:00;NA;NA;18:00:00;Médiathèque;43.278584;5.517168;MÉDIATHÈQUE PABLO NERUDA
Médiathèque;MÉDIATHÈQUE PABLO NERUDA;La Penne-sur-Huveaune;LA PENNE SURHUVEAUNE;436.0;jeudi;tous publics;09:00:00;12:00:00;NA;NA;Médiathèque;43.278584;5.517168;MÉDIATHÈQUE PABLO NERUDA
Médiathèque;MÉDIATHÈQUE PABLO NERUDA;La Penne-sur-Huveaune;LA PENNE SURHUVEAUNE;436.0;vendredi;tous publics;09:00:00;12:00:00;14:00:00;18:00:00;Médiathèque;43.278584;5.517168;MÉDIATHÈQUE PABLO NERUDA
Médiathèque;MÉDIATHÈQUE PABLO NERUDA;La Penne-sur-Huveaune;LA PENNE SURHUVEAUNE;436.0;samedi;tous publics;10:00:00;NA;NA;18:00:00;Médiathèque;43.278584;5.517168;MÉDIATHÈQUE PABLO NERUDA
Médiathèque;MÉDIATHÈQUE PABLO NERUDA;La Penne-sur-Huveaune;LA PENNE SURHUVEAUNE;436.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque;43.278584;5.517168;MÉDIATHÈQUE PABLO NERUDA
NA;BIBLIOTHÈQUE JEANNETTE CHAUVET;La Roque-d'Anthéron;LA ROQUE D ANTHERON;4664.0;lundi;tous publics;NA;NA;NA;NA;Bibliothèque Jeannette Chauvet;43.71415;5.31169;BIBLIOTHÈQUE JEANNETTE CHAUVET
NA;BIBLIOTHÈQUE JEANNETTE CHAUVET;La Roque-d'Anthéron;LA ROQUE D ANTHERON;4664.0;mardi;tous publics;NA;NA;15:00:00;18:00:00;Bibliothèque Jeannette Chauvet;43.71415;5.31169;BIBLIOTHÈQUE JEANNETTE CHAUVET
NA;BIBLIOTHÈQUE JEANNETTE CHAUVET;La Roque-d'Anthéron;LA ROQUE D ANTHERON;4664.0;mercredi;tous publics;10:00:00;12:00:00;15:00:00;18:00:00;Bibliothèque Jeannette Chauvet;43.71415;5.31169;BIBLIOTHÈQUE JEANNETTE CHAUVET
NA;BIBLIOTHÈQUE JEANNETTE CHAUVET;La Roque-d'Anthéron;LA ROQUE D ANTHERON;4664.0;jeudi;tous publics;NA;NA;NA;NA;Bibliothèque Jeannette Chauvet;43.71415;5.31169;BIBLIOTHÈQUE JEANNETTE CHAUVET
NA;BIBLIOTHÈQUE JEANNETTE CHAUVET;La Roque-d'Anthéron;LA ROQUE D ANTHERON;4664.0;vendredi;tous publics;10:00:00;12:00:00;15:00:00;18:00:00;Bibliothèque Jeannette Chauvet;43.71415;5.31169;BIBLIOTHÈQUE JEANNETTE CHAUVET
NA;BIBLIOTHÈQUE JEANNETTE CHAUVET;La Roque-d'Anthéron;LA ROQUE D ANTHERON;4664.0;samedi;tous publics;10:00:00;12:00:00;15:00:00;18:00:00;Bibliothèque Jeannette Chauvet;43.71415;5.31169;BIBLIOTHÈQUE JEANNETTE CHAUVET
NA;BIBLIOTHÈQUE JEANNETTE CHAUVET;La Roque-d'Anthéron;LA ROQUE D ANTHERON;4664.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque Jeannette Chauvet;43.71415;5.31169;BIBLIOTHÈQUE JEANNETTE CHAUVET
NA;MÉDIATHÈQUE MUNICIPALE;Lambesc;LAMBESC;419.0;lundi;tous publics;NA;NA;13:00:00;17:00:00;Médiathèque municipale;43.655985;5.262551;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Lambesc;LAMBESC;419.0;mardi;tous publics;NA;NA;14:00:00;18:30:00;Médiathèque municipale;43.655985;5.262551;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Lambesc;LAMBESC;419.0;mercredi;tous publics;09:00:00;NA;NA;18:00:00;Médiathèque municipale;43.655985;5.262551;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Lambesc;LAMBESC;419.0;jeudi;tous publics;NA;NA;13:00:00;17:00:00;Médiathèque municipale;43.655985;5.262551;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Lambesc;LAMBESC;419.0;vendredi;tous publics;09:00:00;12:00:00;14:00:00;18:30:00;Médiathèque municipale;43.655985;5.262551;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Lambesc;LAMBESC;419.0;samedi;tous publics;09:00:00;12:00:00;NA;NA;Médiathèque municipale;43.655985;5.262551;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;Lambesc;LAMBESC;419.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.655985;5.262551;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE DU ROULAGE;Lançon-Provence;LANCON PROVENCE;420.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.589678;5.125089;MÉDIATHÈQUE DU ROULAGE
NA;MÉDIATHÈQUE DU ROULAGE;Lançon-Provence;LANCON PROVENCE;420.0;mardi;tous publics;NA;NA;15:00:00;19:00:00;Médiathèque municipale;43.589678;5.125089;MÉDIATHÈQUE DU ROULAGE
NA;MÉDIATHÈQUE DU ROULAGE;Lançon-Provence;LANCON PROVENCE;420.0;mercredi;tous publics;NA;NA;14:00:00;19:00:00;Médiathèque municipale;43.589678;5.125089;MÉDIATHÈQUE DU ROULAGE
NA;MÉDIATHÈQUE DU ROULAGE;Lançon-Provence;LANCON PROVENCE;420.0;jeudi;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.589678;5.125089;MÉDIATHÈQUE DU ROULAGE
NA;MÉDIATHÈQUE DU ROULAGE;Lançon-Provence;LANCON PROVENCE;420.0;vendredi;tous publics;NA;NA;15:00:00;19:00:00;Médiathèque municipale;43.589678;5.125089;MÉDIATHÈQUE DU ROULAGE
NA;MÉDIATHÈQUE DU ROULAGE;Lançon-Provence;LANCON PROVENCE;420.0;samedi;tous publics;10:00:00;12:00:00;14:00:00;18:00:00;Médiathèque municipale;43.589678;5.125089;MÉDIATHÈQUE DU ROULAGE
NA;MÉDIATHÈQUE DU ROULAGE;Lançon-Provence;LANCON PROVENCE;420.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.589678;5.125089;MÉDIATHÈQUE DU ROULAGE
NA;BIBLIOTHÈQUE;Le Puy-Sainte-Réparade;LE PUY SAINTE REPARADE;12398.0;lundi;tous publics;NA;NA;15:00:00;17:30:00;Bibliothèque;43.662426;5.431815;BIBLIOTHÈQUE
NA;BIBLIOTHÈQUE;Le Puy-Sainte-Réparade;LE PUY SAINTE REPARADE;12398.0;mardi;tous publics;NA;NA;15:00:00;17:30:00;Bibliothèque;43.662426;5.431815;BIBLIOTHÈQUE
NA;BIBLIOTHÈQUE;Le Puy-Sainte-Réparade;LE PUY SAINTE REPARADE;12398.0;mercredi;tous publics;09:00:00;12:00:00;14:00:00;18:00:00;Bibliothèque;43.662426;5.431815;BIBLIOTHÈQUE
NA;BIBLIOTHÈQUE;Le Puy-Sainte-Réparade;LE PUY SAINTE REPARADE;12398.0;jeudi;tous publics;NA;NA;NA;NA;Bibliothèque;43.662426;5.431815;BIBLIOTHÈQUE
NA;BIBLIOTHÈQUE;Le Puy-Sainte-Réparade;LE PUY SAINTE REPARADE;12398.0;vendredi;tous publics;NA;NA;15:00:00;17:30:00;Bibliothèque;43.662426;5.431815;BIBLIOTHÈQUE
NA;BIBLIOTHÈQUE;Le Puy-Sainte-Réparade;LE PUY SAINTE REPARADE;12398.0;samedi;tous publics;09:30:00;11:30:00;NA;NA;Bibliothèque;43.662426;5.431815;BIBLIOTHÈQUE
NA;BIBLIOTHÈQUE;Le Puy-Sainte-Réparade;LE PUY SAINTE REPARADE;12398.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque;43.662426;5.431815;BIBLIOTHÈQUE
NA;BIBLIOTHÈQUE RENÉ BLANC;LE ROVE;LE ROVE;451.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.370806;5.253395;BIBLIOTHÈQUE RENÉ BLANC
NA;BIBLIOTHÈQUE RENÉ BLANC;LE ROVE;LE ROVE;451.0;mardi;tous publics;NA;NA;14:30:00;19:00:00;Médiathèque municipale;43.370806;5.253395;BIBLIOTHÈQUE RENÉ BLANC
NA;BIBLIOTHÈQUE RENÉ BLANC;LE ROVE;LE ROVE;451.0;mercredi;tous publics;09:30:00;12:00:00;14:30:00;18:00:00;Médiathèque municipale;43.370806;5.253395;BIBLIOTHÈQUE RENÉ BLANC
NA;BIBLIOTHÈQUE RENÉ BLANC;LE ROVE;LE ROVE;451.0;jeudi;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.370806;5.253395;BIBLIOTHÈQUE RENÉ BLANC
NA;BIBLIOTHÈQUE RENÉ BLANC;LE ROVE;LE ROVE;451.0;vendredi;tous publics;NA;NA;14:30:00;18:00:00;Médiathèque municipale;43.370806;5.253395;BIBLIOTHÈQUE RENÉ BLANC
NA;BIBLIOTHÈQUE RENÉ BLANC;LE ROVE;LE ROVE;451.0;samedi;tous publics;09:30:00;12:00:00;NA;NA;Médiathèque municipale;43.370806;5.253395;BIBLIOTHÈQUE RENÉ BLANC
NA;BIBLIOTHÈQUE RENÉ BLANC;LE ROVE;LE ROVE;451.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.370806;5.253395;BIBLIOTHÈQUE RENÉ BLANC
NA;BIBLIOTHÈQUE MUNICIPALE;Le Tholonet;LE THOLONET;470.0;lundi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.509768;5.490030;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Le Tholonet;LE THOLONET;470.0;mardi;tous publics;NA;NA;15:00:00;18:00:00;Bibliothèque municipale;43.509768;5.490030;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Le Tholonet;LE THOLONET;470.0;mercredi;tous publics;09:00:00;12:30:00;15:00:00;18:00:00;Bibliothèque municipale;43.509768;5.490030;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Le Tholonet;LE THOLONET;470.0;jeudi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.509768;5.490030;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Le Tholonet;LE THOLONET;470.0;vendredi;tous publics;NA;NA;15:00:00;18:00:00;Bibliothèque municipale;43.509768;5.490030;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Le Tholonet;LE THOLONET;470.0;samedi;tous publics;09:00:00;12:30:00;NA;NA;Bibliothèque municipale;43.509768;5.490030;BIBLIOTHÈQUE MUNICIPALE
