nom;nom_annuaire;ville;ville_propre;Code;jour;categorie;ouverture_am;fermeture_am;ouverture_pm;fermeture_pm;bibli_amp_def_latlong_nom;bibli_amp_def_latlong_y;bibli_amp_def_latlong_x;bibli_amp_def_latlong_bibli_amp_def_nom_annuaire
NA;BIBLIOTHÈQUE MUNICIPALE;Mimet;MIMET;429.0;mercredi;tous publics;09:00:00;12:00:00;14:00:00;18:00:00;Bibliothèque municipale;43.426541;5.479615;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Mimet;MIMET;429.0;jeudi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.426541;5.479615;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Mimet;MIMET;429.0;vendredi;tous publics;NA;NA;16:00:00;18:00:00;Bibliothèque municipale;43.426541;5.479615;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Mimet;MIMET;429.0;samedi;tous publics;09:00:00;12:00:00;NA;NA;Bibliothèque municipale;43.426541;5.479615;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Mimet;MIMET;429.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.426541;5.479615;BIBLIOTHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;MIRAMAS;MIRAMAS;5434.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque intercommunale de Miramas;43.585776;5.006956;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;MIRAMAS;MIRAMAS;5434.0;mardi;tous publics;09:00:00;NA;NA;18:30:00;Médiathèque intercommunale de Miramas;43.585776;5.006956;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;MIRAMAS;MIRAMAS;5434.0;mercredi;tous publics;09:00:00;NA;NA;18:30:00;Médiathèque intercommunale de Miramas;43.585776;5.006956;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;MIRAMAS;MIRAMAS;5434.0;jeudi;tous publics;NA;NA;NA;NA;Médiathèque intercommunale de Miramas;43.585776;5.006956;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;MIRAMAS;MIRAMAS;5434.0;vendredi;tous publics;09:00:00;NA;NA;18:30:00;Médiathèque intercommunale de Miramas;43.585776;5.006956;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;MIRAMAS;MIRAMAS;5434.0;samedi;tous publics;09:30:00;12:00:00;13:00:00;18:30:00;Médiathèque intercommunale de Miramas;43.585776;5.006956;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE MUNICIPALE;MIRAMAS;MIRAMAS;5434.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque intercommunale de Miramas;43.585776;5.006956;MÉDIATHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE PIERRE BOTTERO;Pélissanne;PELISSANNE;435.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.631224;5.150985;MÉDIATHÈQUE PIERRE BOTTERO
NA;MÉDIATHÈQUE PIERRE BOTTERO;Pélissanne;PELISSANNE;435.0;mardi;tous publics;NA;NA;12:30:00;18:30:00;Médiathèque municipale;43.631224;5.150985;MÉDIATHÈQUE PIERRE BOTTERO
NA;MÉDIATHÈQUE PIERRE BOTTERO;Pélissanne;PELISSANNE;435.0;mercredi;tous publics;09:00:00;12:00:00;14:00:00;18:30:00;Médiathèque municipale;43.631224;5.150985;MÉDIATHÈQUE PIERRE BOTTERO
NA;MÉDIATHÈQUE PIERRE BOTTERO;Pélissanne;PELISSANNE;435.0;jeudi;tous publics;NA;NA;12:30:00;18:30:00;Médiathèque municipale;43.631224;5.150985;MÉDIATHÈQUE PIERRE BOTTERO
NA;MÉDIATHÈQUE PIERRE BOTTERO;Pélissanne;PELISSANNE;435.0;vendredi;tous publics;NA;NA;12:30:00;18:30:00;Médiathèque municipale;43.631224;5.150985;MÉDIATHÈQUE PIERRE BOTTERO
NA;MÉDIATHÈQUE PIERRE BOTTERO;Pélissanne;PELISSANNE;435.0;samedi;tous publics;09:00:00;12:30:00;14:00:00;18:30:00;Médiathèque municipale;43.631224;5.150985;MÉDIATHÈQUE PIERRE BOTTERO
NA;MÉDIATHÈQUE PIERRE BOTTERO;Pélissanne;PELISSANNE;435.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.631224;5.150985;MÉDIATHÈQUE PIERRE BOTTERO
NA;MÉDIATHÈQUE LES CARMES;Pertuis;PERTUIS;18952.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque métropolitaine Les Carmes;43.693523;5.503889;MÉDIATHÈQUE LES CARMES
NA;MÉDIATHÈQUE LES CARMES;Pertuis;PERTUIS;18952.0;mardi;tous publics;NA;NA;13:00:00;18:30:00;Médiathèque métropolitaine Les Carmes;43.693523;5.503889;MÉDIATHÈQUE LES CARMES
NA;MÉDIATHÈQUE LES CARMES;Pertuis;PERTUIS;18952.0;mercredi;tous publics;10:00:00;NA;NA;19:00:00;Médiathèque métropolitaine Les Carmes;43.693523;5.503889;MÉDIATHÈQUE LES CARMES
NA;MÉDIATHÈQUE LES CARMES;Pertuis;PERTUIS;18952.0;jeudi;tous publics;NA;NA;NA;NA;Médiathèque métropolitaine Les Carmes;43.693523;5.503889;MÉDIATHÈQUE LES CARMES
NA;MÉDIATHÈQUE LES CARMES;Pertuis;PERTUIS;18952.0;vendredi;tous publics;09:00:00;NA;NA;18:30:00;Médiathèque métropolitaine Les Carmes;43.693523;5.503889;MÉDIATHÈQUE LES CARMES
NA;MÉDIATHÈQUE LES CARMES;Pertuis;PERTUIS;18952.0;samedi;tous publics;10:00:00;NA;NA;18:30:00;Médiathèque métropolitaine Les Carmes;43.693523;5.503889;MÉDIATHÈQUE LES CARMES
NA;MÉDIATHÈQUE LES CARMES;Pertuis;PERTUIS;18952.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque métropolitaine Les Carmes;43.693523;5.503889;MÉDIATHÈQUE LES CARMES
NA;BIBLIOTHÈQUE MUNICIPALE;Peynier;PEYNIER;438.0;lundi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.448070;5.643077;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Peynier;PEYNIER;438.0;mardi;tous publics;09:00:00;12:00:00;15:30:00;18:30:00;Bibliothèque municipale;43.448070;5.643077;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Peynier;PEYNIER;438.0;mercredi;tous publics;09:00:00;12:00:00;14:00:00;18:00:00;Bibliothèque municipale;43.448070;5.643077;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Peynier;PEYNIER;438.0;jeudi;tous publics;09:00:00;12:00:00;15:30:00;18:30:00;Bibliothèque municipale;43.448070;5.643077;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Peynier;PEYNIER;438.0;vendredi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.448070;5.643077;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Peynier;PEYNIER;438.0;samedi;tous publics;09:00:00;12:00:00;NA;NA;Bibliothèque municipale;43.448070;5.643077;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Peynier;PEYNIER;438.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.448070;5.643077;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Peypin;PEYPIN;439.0;lundi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.384420;5.576728;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Peypin;PEYPIN;439.0;mardi;tous publics;NA;NA;15:30:00;18:00:00;Bibliothèque municipale;43.384420;5.576728;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Peypin;PEYPIN;439.0;mercredi;tous publics;09:00:00;12:00:00;14:00:00;18:00:00;Bibliothèque municipale;43.384420;5.576728;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Peypin;PEYPIN;439.0;jeudi;tous publics;09:00:00;12:00:00;NA;NA;Bibliothèque municipale;43.384420;5.576728;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Peypin;PEYPIN;439.0;vendredi;tous publics;NA;NA;15:30:00;18:00:00;Bibliothèque municipale;43.384420;5.576728;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Peypin;PEYPIN;439.0;samedi;tous publics;09:00:00;12:00:00;NA;NA;Bibliothèque municipale;43.384420;5.576728;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Peypin;PEYPIN;439.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.384420;5.576728;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Peyrolles-en-Provence;PEYROLLES EN PROVENCE;12397.0;lundi;tous publics;NA;NA;14:00:00;18:00:00;Bibliothèque municipale;43.648187;5.583784;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Peyrolles-en-Provence;PEYROLLES EN PROVENCE;12397.0;mardi;tous publics;NA;NA;14:00:00;17:30:00;Bibliothèque municipale;43.648187;5.583784;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Peyrolles-en-Provence;PEYROLLES EN PROVENCE;12397.0;mercredi;tous publics;10:00:00;12:00:00;14:00:00;18:00:00;Bibliothèque municipale;43.648187;5.583784;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Peyrolles-en-Provence;PEYROLLES EN PROVENCE;12397.0;jeudi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.648187;5.583784;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Peyrolles-en-Provence;PEYROLLES EN PROVENCE;12397.0;vendredi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.648187;5.583784;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Peyrolles-en-Provence;PEYROLLES EN PROVENCE;12397.0;samedi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.648187;5.583784;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE MUNICIPALE;Peyrolles-en-Provence;PEYROLLES EN PROVENCE;12397.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.648187;5.583784;BIBLIOTHÈQUE MUNICIPALE
NA;MÉDIATHÈQUE FRÉDÉRIC MISTRAL;Plan-de-Cuques;PLAN DE CUQUES;441.0;lundi;tous publics;NA;NA;14:00:00;18:00:00;Médiathèque municipale;43.347238;5.461655;MÉDIATHÈQUE FRÉDÉRIC MISTRAL
NA;MÉDIATHÈQUE FRÉDÉRIC MISTRAL;Plan-de-Cuques;PLAN DE CUQUES;441.0;mardi;tous publics;09:00:00;12:00:00;NA;NA;Médiathèque municipale;43.347238;5.461655;MÉDIATHÈQUE FRÉDÉRIC MISTRAL
NA;MÉDIATHÈQUE FRÉDÉRIC MISTRAL;Plan-de-Cuques;PLAN DE CUQUES;441.0;mercredi;tous publics;09:00:00;12:00:00;14:00:00;18:00:00;Médiathèque municipale;43.347238;5.461655;MÉDIATHÈQUE FRÉDÉRIC MISTRAL
NA;MÉDIATHÈQUE FRÉDÉRIC MISTRAL;Plan-de-Cuques;PLAN DE CUQUES;441.0;jeudi;tous publics;NA;NA;14:00:00;18:00:00;Médiathèque municipale;43.347238;5.461655;MÉDIATHÈQUE FRÉDÉRIC MISTRAL
NA;MÉDIATHÈQUE FRÉDÉRIC MISTRAL;Plan-de-Cuques;PLAN DE CUQUES;441.0;vendredi;tous publics;NA;NA;14:00:00;18:00:00;Médiathèque municipale;43.347238;5.461655;MÉDIATHÈQUE FRÉDÉRIC MISTRAL
NA;MÉDIATHÈQUE FRÉDÉRIC MISTRAL;Plan-de-Cuques;PLAN DE CUQUES;441.0;samedi;tous publics;09:00:00;12:00:00;NA;NA;Médiathèque municipale;43.347238;5.461655;MÉDIATHÈQUE FRÉDÉRIC MISTRAL
NA;MÉDIATHÈQUE FRÉDÉRIC MISTRAL;Plan-de-Cuques;PLAN DE CUQUES;441.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.347238;5.461655;MÉDIATHÈQUE FRÉDÉRIC MISTRAL
NA;MÉDIATHÈQUE BORIS VIAN;Port-de-Bouc;PORT DE BOUC;442.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque Boris Vian;43.403046;4.979469;MÉDIATHÈQUE BORIS VIAN
NA;MÉDIATHÈQUE BORIS VIAN;Port-de-Bouc;PORT DE BOUC;442.0;mardi;tous publics;09:30:00;12:00:00;14:00:00;18:30:00;Médiathèque Boris Vian;43.403046;4.979469;MÉDIATHÈQUE BORIS VIAN
NA;MÉDIATHÈQUE BORIS VIAN;Port-de-Bouc;PORT DE BOUC;442.0;mercredi;tous publics;09:30:00;12:00:00;14:00:00;18:00:00;Médiathèque Boris Vian;43.403046;4.979469;MÉDIATHÈQUE BORIS VIAN
NA;MÉDIATHÈQUE BORIS VIAN;Port-de-Bouc;PORT DE BOUC;442.0;jeudi;tous publics;NA;NA;14:00:00;18:00:00;Médiathèque Boris Vian;43.403046;4.979469;MÉDIATHÈQUE BORIS VIAN
NA;MÉDIATHÈQUE BORIS VIAN;Port-de-Bouc;PORT DE BOUC;442.0;vendredi;tous publics;09:30:00;12:00:00;14:00:00;18:00:00;Médiathèque Boris Vian;43.403046;4.979469;MÉDIATHÈQUE BORIS VIAN
NA;MÉDIATHÈQUE BORIS VIAN;Port-de-Bouc;PORT DE BOUC;442.0;samedi;tous publics;09:30:00;12:00:00;14:00:00;17:30:00;Médiathèque Boris Vian;43.403046;4.979469;MÉDIATHÈQUE BORIS VIAN
NA;MÉDIATHÈQUE BORIS VIAN;Port-de-Bouc;PORT DE BOUC;442.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque Boris Vian;43.403046;4.979469;MÉDIATHÈQUE BORIS VIAN
NA;MÉDIATHÈQUE MARIE MAURON;PORT SAINT LOUIS DU RHONE;PORT SAINT LOUIS DU RHONE;443.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque intercommunale de Port-St-Louis-Du-Rhône;43.392769;4.804287;MÉDIATHÈQUE MARIE MAURON
NA;MÉDIATHÈQUE MARIE MAURON;PORT SAINT LOUIS DU RHONE;PORT SAINT LOUIS DU RHONE;443.0;mardi;tous publics;NA;NA;14:00:00;18:30:00;Médiathèque intercommunale de Port-St-Louis-Du-Rhône;43.392769;4.804287;MÉDIATHÈQUE MARIE MAURON
NA;MÉDIATHÈQUE MARIE MAURON;PORT SAINT LOUIS DU RHONE;PORT SAINT LOUIS DU RHONE;443.0;mercredi;tous publics;09:30:00;12:00:00;14:00:00;18:30:00;Médiathèque intercommunale de Port-St-Louis-Du-Rhône;43.392769;4.804287;MÉDIATHÈQUE MARIE MAURON
NA;MÉDIATHÈQUE MARIE MAURON;PORT SAINT LOUIS DU RHONE;PORT SAINT LOUIS DU RHONE;443.0;jeudi;tous publics;NA;NA;NA;NA;Médiathèque intercommunale de Port-St-Louis-Du-Rhône;43.392769;4.804287;MÉDIATHÈQUE MARIE MAURON
NA;MÉDIATHÈQUE MARIE MAURON;PORT SAINT LOUIS DU RHONE;PORT SAINT LOUIS DU RHONE;443.0;vendredi;tous publics;09:30:00;12:00:00;14:00:00;18:30:00;Médiathèque intercommunale de Port-St-Louis-Du-Rhône;43.392769;4.804287;MÉDIATHÈQUE MARIE MAURON
NA;MÉDIATHÈQUE MARIE MAURON;PORT SAINT LOUIS DU RHONE;PORT SAINT LOUIS DU RHONE;443.0;samedi;tous publics;09:30:00;12:00:00;14:00:00;18:30:00;Médiathèque intercommunale de Port-St-Louis-Du-Rhône;43.392769;4.804287;MÉDIATHÈQUE MARIE MAURON
NA;MÉDIATHÈQUE MARIE MAURON;PORT SAINT LOUIS DU RHONE;PORT SAINT LOUIS DU RHONE;443.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque intercommunale de Port-St-Louis-Du-Rhône;43.392769;4.804287;MÉDIATHÈQUE MARIE MAURON
Bibliothèque municipale;BIBLIOTHÈQUE;Puyloubier;PUYLOUBIER;444.0;lundi;été;NA;NA;NA;NA;Bibliothèque municipale;43.525791;5.675645;BIBLIOTHÈQUE
Bibliothèque municipale;BIBLIOTHÈQUE;Puyloubier;PUYLOUBIER;444.0;mardi;été;NA;NA;NA;NA;Bibliothèque municipale;43.525791;5.675645;BIBLIOTHÈQUE
Bibliothèque municipale;BIBLIOTHÈQUE;Puyloubier;PUYLOUBIER;444.0;mercredi;été;NA;NA;16:00:00;19:00:00;Bibliothèque municipale;43.525791;5.675645;BIBLIOTHÈQUE
Bibliothèque municipale;BIBLIOTHÈQUE;Puyloubier;PUYLOUBIER;444.0;jeudi;été;NA;NA;NA;NA;Bibliothèque municipale;43.525791;5.675645;BIBLIOTHÈQUE
Bibliothèque municipale;BIBLIOTHÈQUE;Puyloubier;PUYLOUBIER;444.0;vendredi;été;NA;NA;NA;NA;Bibliothèque municipale;43.525791;5.675645;BIBLIOTHÈQUE
Bibliothèque municipale;BIBLIOTHÈQUE;Puyloubier;PUYLOUBIER;444.0;samedi;été;09:30:00;12:30:00;NA;NA;Bibliothèque municipale;43.525791;5.675645;BIBLIOTHÈQUE
Bibliothèque municipale;BIBLIOTHÈQUE;Puyloubier;PUYLOUBIER;444.0;dimanche;été;NA;NA;NA;NA;Bibliothèque municipale;43.525791;5.675645;BIBLIOTHÈQUE
NA;MÉDIATHÈQUE LE JARDIN DES MOTS;Rognac;ROGNAC;445.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque Le Jardin des Mots;43.489532;5.229451;MÉDIATHÈQUE LE JARDIN DES MOTS
NA;MÉDIATHÈQUE LE JARDIN DES MOTS;Rognac;ROGNAC;445.0;mardi;tous publics;NA;NA;15:00:00;19:00:00;Médiathèque Le Jardin des Mots;43.489532;5.229451;MÉDIATHÈQUE LE JARDIN DES MOTS
NA;MÉDIATHÈQUE LE JARDIN DES MOTS;Rognac;ROGNAC;445.0;mercredi;tous publics;09:30:00;NA;NA;19:00:00;Médiathèque Le Jardin des Mots;43.489532;5.229451;MÉDIATHÈQUE LE JARDIN DES MOTS
NA;MÉDIATHÈQUE LE JARDIN DES MOTS;Rognac;ROGNAC;445.0;jeudi;tous publics;NA;NA;NA;NA;Médiathèque Le Jardin des Mots;43.489532;5.229451;MÉDIATHÈQUE LE JARDIN DES MOTS
NA;MÉDIATHÈQUE LE JARDIN DES MOTS;Rognac;ROGNAC;445.0;vendredi;tous publics;09:30:00;12:30:00;15:00:00;19:00:00;Médiathèque Le Jardin des Mots;43.489532;5.229451;MÉDIATHÈQUE LE JARDIN DES MOTS
NA;MÉDIATHÈQUE LE JARDIN DES MOTS;Rognac;ROGNAC;445.0;samedi;tous publics;09:30:00;12:30:00;14:00:00;17:00:00;Médiathèque Le Jardin des Mots;43.489532;5.229451;MÉDIATHÈQUE LE JARDIN DES MOTS
NA;MÉDIATHÈQUE LE JARDIN DES MOTS;Rognac;ROGNAC;445.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque Le Jardin des Mots;43.489532;5.229451;MÉDIATHÈQUE LE JARDIN DES MOTS
NA;MÉDIATHÈQUE LE PRÉAU LIVRES;ROGNES;ROGNES;446.0;lundi;tous publics;NA;NA;15:30:00;18:00:00;Bibliothèque municipale;43.665977;5.347978;MÉDIATHÈQUE LE PRÉAU LIVRES
NA;MÉDIATHÈQUE LE PRÉAU LIVRES;ROGNES;ROGNES;446.0;mardi;tous publics;NA;NA;15:30:00;18:30:00;Bibliothèque municipale;43.665977;5.347978;MÉDIATHÈQUE LE PRÉAU LIVRES
NA;MÉDIATHÈQUE LE PRÉAU LIVRES;ROGNES;ROGNES;446.0;mercredi;tous publics;09:00:00;12:00:00;14:00:00;18:00:00;Bibliothèque municipale;43.665977;5.347978;MÉDIATHÈQUE LE PRÉAU LIVRES
NA;MÉDIATHÈQUE LE PRÉAU LIVRES;ROGNES;ROGNES;446.0;jeudi;tous publics;NA;NA;15:30:00;18:30:00;Bibliothèque municipale;43.665977;5.347978;MÉDIATHÈQUE LE PRÉAU LIVRES
NA;MÉDIATHÈQUE LE PRÉAU LIVRES;ROGNES;ROGNES;446.0;vendredi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.665977;5.347978;MÉDIATHÈQUE LE PRÉAU LIVRES
NA;MÉDIATHÈQUE LE PRÉAU LIVRES;ROGNES;ROGNES;446.0;samedi;tous publics;09:30:00;12:00:00;NA;NA;Bibliothèque municipale;43.665977;5.347978;MÉDIATHÈQUE LE PRÉAU LIVRES
NA;MÉDIATHÈQUE LE PRÉAU LIVRES;ROGNES;ROGNES;446.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.665977;5.347978;MÉDIATHÈQUE LE PRÉAU LIVRES
Bibliothèque municipale;BIBLIOTHÈQUE MUNICIPALE;Roquefort-la Bédoule;ROQUEFORT LA BEDOULE;448.0;lundi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.249142;5.588683;BIBLIOTHÈQUE MUNICIPALE
Bibliothèque municipale;BIBLIOTHÈQUE MUNICIPALE;Roquefort-la Bédoule;ROQUEFORT LA BEDOULE;448.0;mardi;tous publics;NA;NA;15:00:00;18:00:00;Bibliothèque municipale;43.249142;5.588683;BIBLIOTHÈQUE MUNICIPALE
Bibliothèque municipale;BIBLIOTHÈQUE MUNICIPALE;Roquefort-la Bédoule;ROQUEFORT LA BEDOULE;448.0;mercredi;tous publics;NA;NA;15:00:00;18:00:00;Bibliothèque municipale;43.249142;5.588683;BIBLIOTHÈQUE MUNICIPALE
Bibliothèque municipale;BIBLIOTHÈQUE MUNICIPALE;Roquefort-la Bédoule;ROQUEFORT LA BEDOULE;448.0;jeudi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.249142;5.588683;BIBLIOTHÈQUE MUNICIPALE
Bibliothèque municipale;BIBLIOTHÈQUE MUNICIPALE;Roquefort-la Bédoule;ROQUEFORT LA BEDOULE;448.0;vendredi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.249142;5.588683;BIBLIOTHÈQUE MUNICIPALE
Bibliothèque municipale;BIBLIOTHÈQUE MUNICIPALE;Roquefort-la Bédoule;ROQUEFORT LA BEDOULE;448.0;samedi;tous publics;10:00:00;12:00:00;NA;NA;Bibliothèque municipale;43.249142;5.588683;BIBLIOTHÈQUE MUNICIPALE
Bibliothèque municipale;BIBLIOTHÈQUE MUNICIPALE;Roquefort-la Bédoule;ROQUEFORT LA BEDOULE;448.0;dimanche;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.249142;5.588683;BIBLIOTHÈQUE MUNICIPALE
NA;BIBLIOTHÈQUE VICTOR GÉLU;Roquevaire;ROQUEVAIRE;449.0;lundi;tous publics;NA;NA;15:00:00;18:00:00;Médiathèque municipale;43.348835;5.603870;BIBLIOTHÈQUE VICTOR GÉLU
NA;BIBLIOTHÈQUE VICTOR GÉLU;Roquevaire;ROQUEVAIRE;449.0;mardi;tous publics;NA;NA;15:00:00;18:00:00;Médiathèque municipale;43.348835;5.603870;BIBLIOTHÈQUE VICTOR GÉLU
NA;BIBLIOTHÈQUE VICTOR GÉLU;Roquevaire;ROQUEVAIRE;449.0;mercredi;tous publics;09:30:00;12:00:00;14:00:00;19:00:00;Médiathèque municipale;43.348835;5.603870;BIBLIOTHÈQUE VICTOR GÉLU
NA;BIBLIOTHÈQUE VICTOR GÉLU;Roquevaire;ROQUEVAIRE;449.0;jeudi;tous publics;NA;NA;15:00:00;19:00:00;Médiathèque municipale;43.348835;5.603870;BIBLIOTHÈQUE VICTOR GÉLU
NA;BIBLIOTHÈQUE VICTOR GÉLU;Roquevaire;ROQUEVAIRE;449.0;vendredi;tous publics;09:30:00;12:00:00;15:00:00;18:00:00;Médiathèque municipale;43.348835;5.603870;BIBLIOTHÈQUE VICTOR GÉLU
NA;BIBLIOTHÈQUE VICTOR GÉLU;Roquevaire;ROQUEVAIRE;449.0;samedi;tous publics;09:30:00;12:00:00;NA;NA;Médiathèque municipale;43.348835;5.603870;BIBLIOTHÈQUE VICTOR GÉLU
NA;BIBLIOTHÈQUE VICTOR GÉLU;Roquevaire;ROQUEVAIRE;449.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.348835;5.603870;BIBLIOTHÈQUE VICTOR GÉLU
NA;MÉDIATHÈQUE;Rousset;ROUSSET;450.0;lundi;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.481274;5.623173;MÉDIATHÈQUE
NA;MÉDIATHÈQUE;Rousset;ROUSSET;450.0;mardi;tous publics;NA;NA;14:00:00;18:30:00;Médiathèque municipale;43.481274;5.623173;MÉDIATHÈQUE
NA;MÉDIATHÈQUE;Rousset;ROUSSET;450.0;mercredi;tous publics;10:00:00;NA;NA;18:30:00;Médiathèque municipale;43.481274;5.623173;MÉDIATHÈQUE
NA;MÉDIATHÈQUE;Rousset;ROUSSET;450.0;jeudi;tous publics;NA;NA;14:00:00;18:30:00;Médiathèque municipale;43.481274;5.623173;MÉDIATHÈQUE
NA;MÉDIATHÈQUE;Rousset;ROUSSET;450.0;vendredi;tous publics;NA;NA;14:00:00;18:30:00;Médiathèque municipale;43.481274;5.623173;MÉDIATHÈQUE
NA;MÉDIATHÈQUE;Rousset;ROUSSET;450.0;samedi;tous publics;10:00:00;12:00:00;NA;NA;Médiathèque municipale;43.481274;5.623173;MÉDIATHÈQUE
NA;MÉDIATHÈQUE;Rousset;ROUSSET;450.0;dimanche;tous publics;NA;NA;NA;NA;Médiathèque municipale;43.481274;5.623173;MÉDIATHÈQUE
NA;BIBLIOTHÈQUE EDMOND CHARLES-ROUX;SAINT-CANNAT;SAINT CANNAT;457.0;lundi;tous publics;NA;NA;15:00:00;18:00:00;Bibliothèque municipale;43.620928;5.297766;BIBLIOTHÈQUE EDMOND CHARLES-ROUX
NA;BIBLIOTHÈQUE EDMOND CHARLES-ROUX;SAINT-CANNAT;SAINT CANNAT;457.0;mardi;tous publics;NA;NA;15:00:00;18:00:00;Bibliothèque municipale;43.620928;5.297766;BIBLIOTHÈQUE EDMOND CHARLES-ROUX
NA;BIBLIOTHÈQUE EDMOND CHARLES-ROUX;SAINT-CANNAT;SAINT CANNAT;457.0;mercredi;tous publics;09:00:00;12:00:00;13:00:00;18:30:00;Bibliothèque municipale;43.620928;5.297766;BIBLIOTHÈQUE EDMOND CHARLES-ROUX
NA;BIBLIOTHÈQUE EDMOND CHARLES-ROUX;SAINT-CANNAT;SAINT CANNAT;457.0;jeudi;tous publics;NA;NA;NA;NA;Bibliothèque municipale;43.620928;5.297766;BIBLIOTHÈQUE EDMOND CHARLES-ROUX
NA;BIBLIOTHÈQUE EDMOND CHARLES-ROUX;SAINT-CANNAT;SAINT CANNAT;457.0;vendredi;tous publics;09:00:00;12:00:00;NA;NA;Bibliothèque municipale;43.620928;5.297766;BIBLIOTHÈQUE EDMOND CHARLES-ROUX
